,title,price,link
84,"Lenovo LOQ 2024 Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/1Yr ADP Free/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS0098IN","₹69,900",/sspa/click?ie=UTF8&spc=MToyNjI5NjQ2MDY3OTYzMDAxOjE3NTY4ODIwMDI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjEyMTE0NTkzMjo6Mjo6&url=%2FLenovo-i5-12450HX-300Nits-Graphics-83GS0098IN%2Fdp%2FB0DB218DK7%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DB218DK7%26pd_rd_r%3D21b32708-1bea-4188-9315-655a5828ae11%26pd_rd_w%3D8uu6c%26pd_rd_wg%3DXZjkm%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3D3B98RGGJ6TZB2VT93FFP%26qid%3D1756882002%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-51-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
85,"Lenovo Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 128 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey","₹18,999",/Lenovo-Speakers-Refresh-Android-Kickstand/dp/B0D6G4CVZ7/ref=sr_1_44?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-44&xpid=RbFd-a7yjl6Ny
86,"HP 15 (2025), AMD Ryzen 3 7320U Quad Core - (16 GB/512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/1.5 kg","₹28,490",/HP-15-Ryzen-7320U-Quad/dp/B0F2Y78CGC/ref=sr_1_5?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-5&xpid=RbFd-a7yjl6Ny
87,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA","₹16,190",/Lenovo-SmartChoice-Chromebook-Speakers-82UY0014HA/dp/B0F2TMZJ24/ref=sr_1_21?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-21&xpid=RbFd-a7yjl6Ny
88,"ASUS Vivobook 14, Intel Core i5-1335U,Thin & Light Laptop(Intel UHD iGPU/8GB RAM/512GB SSD/FHD/14/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VA-NK762WS","₹47,990",/ASUS-Vivobook-i5-1335U-Keyboard-X1404VA-NK762WS/dp/B0FB98L8NX/ref=sr_1_63?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-63&xpid=RbFd-a7yjl6Ny
89,"HP 15, 13th Gen Intel Core i5-1335U (16GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6''/39.6cm, FHD, Win 11, Office 24, Silver, 1.59kg, fd0467tu, Iris Xe Graphics, FHD Camera, Backlit KB Laptop","₹55,990",/sspa/click?ie=UTF8&spc=MTo1NDE2MjY2NDI4MzgwMjc0OjE3NTY4ODIwMDI6c3BfbXRmOjMwMDY3MjU4NTE2MzQzMjo6MDo6&url=%2FHP-i5-1334U-Microsoft-Graphics-fd0467tu%2Fdp%2FB0DTK9DZB4%2Fref%3Dsr_1_60_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882002%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-60-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=mwmKU0ULtO&sp_cr=ZAZ
90,"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG","₹48,990",/Acer-i5-12450H-Windows11Home-AL15-52H-Keyboard/dp/B0DDL495SX/ref=sr_1_29?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-29&xpid=RbFd-a7yjl6Ny
91,"DELL 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Smoky Black/1.8 kg/MS Office 2021/3 Years Warranty","₹36,490",/DELL-15-Intel-Core-1215U/dp/B0BXH7V9GM/ref=sr_1_28?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-28&xpid=RbFd-a7yjl6Ny
92,"HP Pavilion Aero, AMD Ryzen 7-8840U AI Laptop, 16 Tops (16GB RAM, 512GB SSD), WUXGA 13.3""/33.8cm, Win 11, Office 2021, Silver, 1Kg, AMD Radeon Graphics, Ultra-Light, 5MP Camera, bg0017AU","₹76,990",/HP-Pavilion-Lightest-13-3-inch-Graphics/dp/B0D2HNMB22/ref=sr_1_61?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-61&xpid=RbFd-a7yjl6Ny
93,"ASUS Vivobook Go 15, AMD Ryzen 3 7320U Thin & Light Laptop(AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.63 Kg) E1504FA-NJ130WS","₹29,990",/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ130WS/dp/B0FB981B85/ref=sr_1_64?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-64&xpid=RbFd-a7yjl6Ny
94,"HP 15 (Fingerprint, Metal ID,Backlit KB Laptop) Intel 13th Gen Core i5-1334U (16GB DDR4 Ram,512GB SSD) 15.6''/39.6cm,FHD,Win11, M365 Basic(1yr),Office Home24,Silver,1.59kg,Iris Xe,FHD Camera hr0008TU","₹60,000",/HP-i5-1334U-Anti-Glare-15-6-inch-Laptop/dp/B0CTKHG3F6/ref=sr_1_20?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-20&xpid=RbFd-a7yjl6Ny
95,"VEBETO Educational Laptop for Kids (1 Year Warranty) w/ Mouse Games 20 Fun Computer Activity Learning Toy for 2 3 4 5 Years Boys Girls Learn Letters Words Mathematics Music Logic Memory Tool, Blue",₹895,/VEBETO-Educational-Computer-Extended-Mathematics/dp/B0CSXKM369/ref=sr_1_80?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-80&xpid=RbFd-a7yjl6Ny
96,"HP 15s, 12th Gen Intel Core i3-1215U (8GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm,FHD, Win 11, MS Office 21, Silver, 1.69kg, fy5006tu/fd0751tu/fd0752tu, UHD Graphics, HD Camera, Dual Speakers Laptop","₹32,990",/HP-i3-1215U-Anti-Glare-15-6inch-Graphics/dp/B0CJBL2QWY/ref=sr_1_4?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-4&xpid=RbFd-a7yjl6Ny
97,"Acer Chromebook, Intel Celeron N4500, 8GB RAM, 128GB Storage, Full HD, 15.6""/39.6cm, Chrome OS, Silver, 1.6KG, CB315-4H, WiFi 6,3 Months Google One AI Premium Plan& 2TB Cloud Storage AI Powered Laptop","₹20,990",/Chromebook-CB315-4H-Celeron-Premium-Advanced/dp/B0DH4M1MJ3/ref=sr_1_45?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-45&xpid=RbFd-a7yjl6Ny
98,"MSI Vector 17, Intel Series 2 Core Ultra 9 275HX, 43cm QHD+ 240Hz Gaming Laptop (32GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5070 Ti, GDDR7 12GB/Cosmos Gray/3Kg) A2XWHG-206IN","₹2,59,990",/MSI-Vector-Windows-GeForce-A2XWHG-206IN/dp/B097PN36HB/ref=sr_1_71?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-71&xpid=RbFd-a7yjl6Ny
99,"Dell G15-5530, Intel Core i5-13450HX, RTX 3050-6GB, 16GB DDR5, 512GB SSD, FHD, 15.6""/39.62cm, 120Hz, Windows 11, MS Office 21, Dark Shadow Grey, 2.65KG, Backlit KB Orange Gaming Laptop","₹77,990",/sspa/click?ie=UTF8&spc=MToyNjI5NjQ2MDY3OTYzMDAxOjE3NTY4ODIwMDI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDUzMzUxNjE0MDkzMjo6Mzo6&url=%2FDell-G15-5530-Gaming-i5-13450HX-Processor%2Fdp%2FB0CRKX3JRT%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKX3JRT%26pd_rd_r%3D21b32708-1bea-4188-9315-655a5828ae11%26pd_rd_w%3D8uu6c%26pd_rd_wg%3DXZjkm%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3D3B98RGGJ6TZB2VT93FFP%26qid%3D1756882002%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-52-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
100,"Lenovo IdeaPad Slim 3, Intel Core i5-12450H 12th Gen, 16GB RAM, 512GB SSD, FHD 250Nits, 14""/35.5cm, Windows 11, MSOffice 21, Grey, 1.37Kg, 83EQ005VIN,1Yr Warranty,Alexa Built-in,3 mon. GamePass Laptop","₹48,999",/sspa/click?ie=UTF8&spc=MTo0MjA3NzA2NTY3MjU0MDAzOjE3NTY4ODIwMDU6c3BfbXRmOjMwMDQ1NjIxNjE0MjEzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Warranty-83EQ005VIN%2Fdp%2FB0D6MPVN7B%2Fref%3Dsr_1_75_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882004%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-75-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=0434szGKPG&sp_cr=ZAZ
101,"Lenovo Ideapad 1 N4500 15.6 Inch (39.6Cm) HD Laptop (8GB RAM/512GB SSD/Windows 11/Intel/3 Month Game Pass/Grey/1.55Kg), 82LX00F7IN","₹25,730",/Lenovo-Ideapad-39-6Cm-Windows-82LX00F7IN/dp/B0F8QDP5MK/ref=sr_1_24?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-24&xpid=RbFd-a7yjl6Ny
102,"Dell Inspiron 3535, AMD Ryzen 5-7530U, 16 GB RAM, 512 GB SSD, FHD IPS 15.6""/39.62 cm, 120Hz, Windows 11, MS Office 2024, Platinum Silver, 1.67 kg, Thin & Light Laptop","₹42,990",/sspa/click?ie=UTF8&spc=MTo1NDE2MjY2NDI4MzgwMjc0OjE3NTY4ODIwMDI6c3BfYXRmX25leHQ6MzAwNTYyODMwNDU0MjMyOjowOjo&url=%2FDell-Inspiron-5-7530U-Windows-Platinum%2Fdp%2FB0DSFRQTGB%2Fref%3Dsr_1_49_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882002%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-49-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=UAY7cJBRiM&sp_cr=ZAZ
103,"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","₹34,980",/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_8?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-8&xpid=RbFd-a7yjl6Ny
104,"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.35kg, he0014QU, Light-Weight, Next-Gen AI Laptop","₹67,990",/sspa/click?ie=UTF8&spc=MTozMjk3NDY1Mjc5NDgxMjE6MTc1Njg4MTk5NjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNjQ3MjI5ODE5OTMyOjoxOjo&url=%2FHP-Previously-Snapdragon-Processor-Light-Weight%2Fdp%2FB0F8P4Y7VF%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%253Aamzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F8P4Y7VF%26pd_rd_r%3De1f08120-c83a-40e7-a572-d05963d4d79b%26pd_rd_w%3DBCg2P%26pd_rd_wg%3DNukY3%26pf_rd_p%3D739e670d-dfb3-4be0-9815-d8c5c0372e07%26pf_rd_r%3D1R6Y4QRBYPADJ32MP609%26qid%3D1756881996%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-2-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
105,"acer Travel Lite 14[New Launch], AMD Ryzen 3-7330U, 16GB RAM, 512GB SSD, 14inch Full HD, UHD Graphics, Premium Metal Body, Windows 11 Pro, MSO 21, 1.34KG, TL14-42M, Thin & Light Laptop","₹30,400",/acer-3-7330U-Graphics-Premium-TL14-42M/dp/B0F6MY3GDD/ref=sr_1_41?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-41&xpid=RbFd-a7yjl6Ny
